tokenId,name,description,image,background,skins,clothes,necklaces,mouth,eyes,glasses,tops,back,earings
804,POLC 804,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",804.png,Blue Bubble,latte,,,gummy,cocke,,mint fire,katana,trippie silver.PNG
384,POLC 384,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",384.png,sunset,brown,black crewneck,,gummy,glassy,,,,
691,POLC 691,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",691.png,yellowz,blue,,,crongz,focus,,,katana,
1020,POLC 1020,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1020.png,trippz,blue,blue ily,,big pee,happiez,,,,
445,POLC 445,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",445.png,mintz,blue,oldblu tiedye,,sad,boredz,blackz,purple mohawk,,
1470,POLC 1470,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1470.png,comicz,latte,,goldener,crongz,boredz,,,,
916,POLC 916,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",916.png,purple,blue,blue jersey,,sad,puffy,,black cap,,triple silver.PNG
853,POLC 853,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",853.png,sunset,cyan,red jersey,,meh pee,fire,,,,
1165,POLC 1165,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1165.png,melon,blue,,gold brick,sad,glassy,white movie,mint anchor,,
150,POLC 150,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",150.png,melon,drippy,tanktop,,dum,fire,,,wood,
500,POLC 500,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",500.png,cloud,brown,gray varsity,,blob,cocke,,black bc,wood,triple gold.PNG
629,POLC 629,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",629.png,mintz,latte,,goldener,bored,happiez,black movie,,wood,
783,POLC 783,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",783.png,redz,latte,yellow jersey,silver brick,yummy,cyan light,,banana cap,wood,
279,POLC 279,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",279.png,yellowz,drippy,orange crewneck,,dum,dollars,blue neon,,wood,silver circle.PNG
296,POLC 296,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",296.png,orangez,brown,bk banan tshirt,silverz,dum,cocke,pixel,black bc,wood,
1309,POLC 1309,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1309.png,redz,brown,red shirt,,dum,cocke,,,katana,gold circle.PNG
900,POLC 900,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",900.png,redz,latte,cyan hoodie,,bored,love,,,wood,triple silver.PNG
1466,POLC 1466,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1466.png,cloud,brown,black polc,,bubblegum,happiez,,crown,,
453,POLC 453,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",453.png,sky blue,blue,black hoodie,,dum,reg,,red party,,trippie gold.PNG
1036,POLC 1036,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1036.png,purple,latte,blue buffalocheck,silverz,sad,fire,,white cap,,
516,POLC 516,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",516.png,rainbow,mecha,red jersey,,happy,glassy,yellow neon,gold laurel,,
146,POLC 146,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",146.png,mangaz,brown,,,meh pee,glassy,,,,
1489,POLC 1489,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1489.png,orangez,latte,gray puffer jacket,,meh pee,fire,blackz,,,
1173,POLC 1173,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1173.png,redz,green,cool hoodie,,bored,cocke,,mocha bc,,
845,POLC 845,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",845.png,mintz,gold,yellow tanktop,,dum,stars,,,wood,trippie gold.PNG
795,POLC 795,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",795.png,purple,black,pink tiedye,,whiser,dizzy,,white beanie,,
280,POLC 280,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",280.png,pinkz,blue,prisoner suit,,whiser,glassy,,anchor cap,,
1061,POLC 1061,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1061.png,cloud,black,blue buffalocheck,,bored,happiez,,,,
404,POLC 404,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",404.png,mangaz,drippy,,,meh pee,boredz,red neon,mexician,,
1431,POLC 1431,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1431.png,Pink Bubble,blue,,,small pee,focus,,,,gold circle.PNG
957,POLC 957,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",957.png,mangaz,drippy,green varsity,,big pee,boredz,,blue og,,
812,POLC 812,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",812.png,pinkz,black,blue fire,,yawn,sleep,,,katana,
49,POLC 49,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",49.png,bluez,black,red tanktop,gold brick,yawn,focus,,santa hat,,triple silver.PNG
1124,POLC 1124,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1124.png,bluez,drippy,black puffer jacket,,sad,sleep,,,,
111,POLC 111,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",111.png,glitch,brown,blue puffer,,meh pee,blue laser,,,,silver.PNG
541,POLC 541,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",541.png,greenz,latte,orange buffalocheck,gold pol,yummy,focus,white movie,,,
392,POLC 392,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",392.png,bluez,brown,cool hoodie,,sad,sleep,,blue beanie,,
668,POLC 668,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",668.png,Green Bubble,latte,oldblu tiedye,,happy,stars,,mint anchor,,
238,POLC 238,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",238.png,yellowz,black,,,whiser,sadz,,yellow mohawk,,
687,POLC 687,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",687.png,orangez,latte,blue buffalocheck,,yummy,dizzy,,degen og,,
1348,POLC 1348,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1348.png,sky blue,drippy,blue jersey,gold,blob,shock,,,,
393,POLC 393,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",393.png,Green Bubble,blue,red christmas,,sad,sadz,purple vr,white beanie,wood,
669,POLC 669,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",669.png,redz,green,,,happy,sadz,,,wood,
239,POLC 239,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",239.png,orangez,blue,blue buffalocheck,,whiser,shock,,mint anchor,,silver.PNG
1349,POLC 1349,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1349.png,melon,green,blue kimono,gold brick,gummy,love,,green mohawk,,
686,POLC 686,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",686.png,cloud,black,red tanktop,,dum,boredz,purple vr,mint anchor,wood,
1060,POLC 1060,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1060.png,melon,latte,orange crewneck,,yummy,shock,pink,,wood,
405,POLC 405,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",405.png,yellowz,brown,wt chimp tshirt,goldener,yawn,reg,blue neon,mohawk,wood,
1430,POLC 1430,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1430.png,mintz,brown,,,crongz,focus,,,,
956,POLC 956,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",956.png,sky blue,green,,,sad,focus,,,katana,
813,POLC 813,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",813.png,bluez,black,,,crongz,red laser,,red beanie,,trippie gold.PNG
48,POLC 48,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",48.png,Green Bubble,green,black puffer jacket,,sad,dizzy,,cream pol cap,,
1125,POLC 1125,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1125.png,glitch,black,red shirt,,smile,cocke,white movie,cowboy hat,wood,
110,POLC 110,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",110.png,redz,brown,,,smoking,fire,,wizard,,
540,POLC 540,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",540.png,Pink Bubble,latte,,,happy,shock,mint neon,,,
794,POLC 794,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",794.png,mintz,cyan,blue pufferz,,rainbow,happiez,red vr,,wood,
281,POLC 281,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",281.png,mintz,blue,rose sweaters,,happy,happiez,,,katana,
901,POLC 901,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",901.png,mintz,latte,,,bored,sadz,,,,
1467,POLC 1467,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1467.png,bluez,green,,,bubblegum,love,,crown,wood,
452,POLC 452,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",452.png,redz,brown,polc tshirz,,bubblegum,boredz,,,,
1037,POLC 1037,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1037.png,redz,cyan,wt chimp tshirt,,blob,sleep,,red beanie,,
517,POLC 517,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",517.png,sunset,latte,orange kimono,,sad,cocke,,cream pol cap,,
1488,POLC 1488,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1488.png,purple,drippy,blue kimono,gold brick,bored,shock,pink,purple party,,
147,POLC 147,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",147.png,orangez,cyan,red buffalocheck,,yummy,reg,mint neon,,,trippie gold.PNG
1172,POLC 1172,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1172.png,redz,drippy,,,small pee,shock,,cowboy hat,wood,
844,POLC 844,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",844.png,mintz,latte,blue christmas,,dum,dizzy,,,,
628,POLC 628,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",628.png,comicz,cyan,orange varsity,,crongz,reg,blue neon,purple mohawk,,
782,POLC 782,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",782.png,trippz,black,bk friends tshirt,,whiser,shock,,,,
278,POLC 278,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",278.png,redz,latte,,,big pee,glassy,,cream pol cap,,gold circle.PNG
297,POLC 297,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",297.png,sky blue,latte,rainbow hoodie,,whiser,sadz,blackz,latte bc,,
1308,POLC 1308,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1308.png,comicz,brown,dark blue crewneck,silverz,blob,red laser,,beaniez,,
1021,POLC 1021,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1021.png,sky blue,brown,,,yummy,puffy,,,,
444,POLC 444,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",444.png,cloud,blue,,,small pee,happiez,,,wood,
1471,POLC 1471,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1471.png,sky blue,latte,red shirt,,bubblegum,shock,,,,
917,POLC 917,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",917.png,rainbow,brown,cyan hoodie,,sad,cocke,,,,silver.PNG
852,POLC 852,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",852.png,redz,mecha,white hoodie,,gummy,fire,,mocha bc,,trippie gold.PNG
1164,POLC 1164,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1164.png,Blue Bubble,blue,blue varsity,,smoking,glassy,,green party,,
151,POLC 151,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",151.png,yellowz,black,blue tiedye,,smile,red laser,,,katana,gold circle.PNG
501,POLC 501,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",501.png,mintz,blue,chimp crewneck,,small pee,cyan light,,,,triple silver.PNG
385,POLC 385,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",385.png,purple,blue,white crewneck,,sad,glassy,,,,
690,POLC 690,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",690.png,trippz,drippy,wt chimp tshirt,,sad,boredz,blue vr,,,silver.PNG
940,POLC 940,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",940.png,Pink Bubble,black,cream shirt,,sad,sadz,pixel,red beanie,,
1426,POLC 1426,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1426.png,yellowz,blue,blue kimono,,small pee,happiez,purple vr,,,
413,POLC 413,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",413.png,pinkz,black,,,meh pee,puffy,,black headset,,gold circle.PNG
1076,POLC 1076,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1076.png,melon,brown,black shirt,,happy,puffy,,pinkie headset,,
556,POLC 556,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",556.png,bluez,cyan,yellow jersey,,blob,dizzy,,,,
1099,POLC 1099,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1099.png,sunset,latte,dark blue crewneck,,gummy,puffy,white movie,,,
106,POLC 106,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",106.png,trippz,black,blue jersey,,blob,sleep,,,katana,triple silver.PNG
1133,POLC 1133,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1133.png,yellowz,gold,brown jumpsuit,,blob,sadz,,,,
805,POLC 805,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",805.png,redz,brown,bk friends tshirt,,yawn,blue laser,,,,
1324,POLC 1324,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1324.png,sunset,gold,blue hoodiez,,small pee,focus,blackz,red bc,,
311,POLC 311,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",311.png,purple,brown,gray tshirtz,,small pee,cocke,,,wood,
741,POLC 741,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",741.png,sky blue,brown,red christmas,,sad,happiez,,mint bc,,triple gold.PNG
254,POLC 254,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",254.png,Pink Bubble,cyan,black pufferz,,dum,sadz,blackz,,,
1261,POLC 1261,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1261.png,glitch,green,,gold,dum,shock,blue neon,,,
604,POLC 604,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",604.png,sky blue,drippy,black shirt,,yummy,sleep,,,katana,
487,POLC 487,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",487.png,greenz,green,cool hoodie,,smile,sadz,purple vr,devil horn,,
1148,POLC 1148,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1148.png,greenz,brown,black polc,,smile,happiez,pixel,,,
25,POLC 25,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",25.png,pinkz,blue,orange jersey,,gummy,boredz,red vr,white gamer,,silver circle.PNG
891,POLC 891,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",891.png,orangez,blue,blue christmas,,meh pee,cocke,,broke horn,,
192,POLC 192,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",192.png,sky blue,blue,punk suit,,yawn,glassy,mint neon,,,silver circle.PNG
468,POLC 468,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",468.png,Blue Bubble,drippy,sky varsity,silverner,meh pee,dizzy,mint neon,,,
716,POLC 716,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",716.png,Pink Bubble,cyan,blue ily,,crongz,puffy,blackz,,,
346,POLC 346,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",346.png,sky blue,latte,cream shirt,,smile,boredz,,red beanie,,trippie gold.PNG
1373,POLC 1373,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1373.png,mintz,blue,,,gummy,shock,black movie,black bc,katana,
653,POLC 653,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",653.png,sky blue,mecha,,,meh pee,fire,,,,
1236,POLC 1236,"Polychimpz, an exclusive collection of 1515 NFTs on the Polygon network. Each NFT embodies the spirit of a community-driven ecosystem, giving you a voice in our DAO. Participate in token governance and help shape the future of our project.",1236.png,sky blue,cyan,,,small pee,dizzy,,white beanie,,
